,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
1240,kbP2OqaNJMK0L3J_FU5nlg,"""George Street Bar and Grill""",New Town,"""130 George Street""",Edinburgh,EDH,EH2 4JZ,55.9518303838,-3.2061896148,3.5,7,1,Vegetarian;Restaurants;British;Steakhouses
1245,ajMgo23H5Qcn7Ma-xtiCqQ,"""High Park Spicy House""",The Junction,"""3020 Dundas St W""",Toronto,ON,M6P 1Z3,43.6657071,-79.4700637,3.0,14,1,Restaurants;Indian
1278,_FgODqQclua0klHLsFBmMg,"""Deep Sea Carry-Out""",New Town,"""2 Antigua Street""",Edinburgh,EDH,EH1 3NH,55.9577964,-3.1853442,4.0,13,1,Fish & Chips;Restaurants
1290,Ffwu9VQ2GAfd-BdNmE0qgw,"""Le Petit Bistro""",Ville-Marie,"""1550 Rue Fullum""",Montréal,QC,H2K 3M4,45.52778,-73.549767,4.5,14,1,Restaurants;French
1296,klriPUN0dp48ytz_lZoQEg,"""Banh Mi Queen""",Plateau-Mont-Royal,"""3723 Boulevard Saint-Laurent""",Montréal,QC,H2X 2V7,45.5150968,-73.5748298,3.0,7,1,Restaurants;Vietnamese
1300,2zd-1R3CdnaMDXTAEVa2Qg,"""Bom Apetite Churrasqueira""",Etobicoke,"""1176 The Queensway""",Toronto,ON,M8Z 1R5,43.6223284,-79.5218184,2.5,9,1,Portuguese;French;Restaurants
1313,BQkfjQlvnaqHKSZuBAQflQ,"""Bay Of Bengal""",Old Town,"""164 High Street""",Edinburgh,EDH,EH1 1QS,55.9497598,-3.1891067,2.5,13,1,Pakistani;Vegetarian;Restaurants;Indian
1323,OlSpcJY_nXqWbdwdg4SNvA,"""Global Imperial Cuisine""",Scarborough,"""23 Glen Watford Drive, Suite 9""",Toronto,ON,M1S 2B7,43.7868737054,-79.2739297049,3.0,28,1,Asian Fusion;Chinese;Restaurants
1349,S9-8BjiC0G_58fIeezypPQ,"""Freshii""",Downtown Core,"""23 College Street""",Toronto,ON,M5G 2B3,43.6609874,-79.383889,3.0,34,1,Ice Cream & Frozen Yogurt;Breakfast & Brunch;Juice Bars & Smoothies;Restaurants;Food;Vegetarian
1353,_csgqOCUWhaS4KAwm9Rcag,"""Chick-fil-A""",Steele Creek,"""14111 Rivergate Pkwy""",Charlotte,NC,28273,35.103883,-80.984753,2.5,46,1,Restaurants;Fast Food;Caterers;Event Planning & Services
1364,OohsWZ3A0bo8y6N6vi6ePA,"""Anthony's Pizza""",Carrick,"""1820 Brownsville Rd""",Pittsburgh,PA,15210,40.396531,-79.987919,3.0,13,1,Pizza;Restaurants
1369,fQwB9Z98YEhkJit7c3z51A,"""The Carbon Bar""",Corktown,"""99 Queen Street E""",Toronto,ON,M5C 1S2,43.6531872634,-79.3747868766,4.0,268,1,Restaurants;Cocktail Bars;Nightlife;Barbeque;Bars;Southern;American (Traditional);Canadian (New)
1378,h5ihGbkb8127_lk9iNnV4Q,"""Arby's""",Myers Park,"""311 S Kings Dr""",Charlotte,NC,28204,35.2126019,-80.833598,3.5,11,1,Fast Food;Restaurants;Sandwiches;Burgers
1381,bEVWHtBRYVwqaaNF4mWNYg,"""Coquine Restaurant""",Mount Pleasant and Davisville,"""2075 Yonge Street""",Toronto,ON,M4S 2A4,43.7025524249,-79.3972819847,4.0,122,1,French;Restaurants
1382,bqW0f0RigwpYyz1lbxhHlw,"""Penn Brewery""",Troy Hill,"""800 Vinial St""",Pittsburgh,PA,15212,40.4571416643,-79.9915010041,3.5,201,1,German;Breweries;Restaurants;Food;Event Planning & Services;Venues & Event Spaces
1395,GisIy4El3OAxJwnkovgv_A,"""Hot Dog on a Stick""",Westside,"""4300 Meadows Ln""",Las Vegas,NV,89107,36.1725319,-115.197258,3.0,20,1,Hot Dogs;Restaurants
1400,GdnLAgRXt43eISMtJEOZRg,"""Sushi Express""",Capitol,"""610 University Ave""",Madison,WI,53715,43.0733361,-89.396349,3.5,76,1,Japanese;Restaurants;Sushi Bars
1418,CBOsWj63K1_O1m2Ounz7bQ,"""Ucan""",Ville-Marie,"""1832 Saint-Catherine Ouest""",Montréal,QC,H3H 1M1,45.4932379514,-73.579730317,2.0,21,1,Breakfast & Brunch;Cantonese;Chinese;Asian Fusion;Restaurants
1426,_wpUUDnJwrn7eSYAjnv7WA,"""Brothers Lounge""",Edgewater,"""11609 Detroit Ave""",Cleveland,OH,44102,41.4831317,-81.7678484,4.0,60,1,Lounges;Jazz & Blues;Bars;Arts & Entertainment;Music Venues;Restaurants;Nightlife
1437,pyqnGlIfP9Zw8LLxBjyAiA,"""Nobu""",The Strip,"""3570 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1167433322,-115.175368225,4.0,840,1,Sushi Bars;Japanese;Seafood;Restaurants
1441,Ub-RrbQWAV_JuVyYixynfg,"""Villa Fresh Italian Kitchen""",Riverside,"""5300 Riverside Dr""",Cleveland,OH,44135,41.4106123,-81.838659,2.5,11,1,Pizza;Restaurants;Italian
1465,tro-hrljuY1cUAVFYauTlQ,"""In-N-Out Burger""",University,"""4705 S Maryland Pkwy""",Las Vegas,NV,89119,36.1041636,-115.1375999,4.5,275,1,Burgers;Restaurants;Fast Food
1480,xJ_L2sJN1zk3VDpZELrV_Q,"""Eggspectation""",Ville-Marie,"""12 Rue Notre-Dame Est""",Montréal,QC,H2Y 3P7,45.5065422,-73.5553826,4.0,83,1,Bars;Breakfast & Brunch;Restaurants;Nightlife;Cafes
1481,_QvGAqMmrUIlxpby2Ul5Dg,"""Dona Maria Tamales Restaurant""",Northwest,"""3205 N Tenaya Way""",Las Vegas,NV,89129,36.2191460556,-115.251756703,3.5,242,1,Food;Desserts;Mexican;Seafood;Restaurants
1510,B7wipW2uZRj7syuQiRTH4A,"""Pickle Jar""",South Campus,"""E Washington Pinckney""",Madison,WI,53714,43.0709241847,-89.4064730428,4.0,11,1,Barbeque;Restaurants;Food Trucks;Local Flavor;Food
1518,zXa-mSXf9rQoTHySNCdK1w,"""tobi´s""",Neue Vorstadt,"""Bolzstr. 7""",Stuttgart,BW,70173,48.7799060471,9.1771578135,3.5,69,1,Curry Sausage;Swabian;German;Restaurants;Fast Food
1520,A5Jeg55tDoyUTUonkVOpdg,"""Pagaille Café""",Plateau-Mont-Royal,"""101 Rue Villeneuve O""",Montréal,QC,H2T 2R6,45.5202801,-73.5908202,4.5,18,1,Sandwiches;Cafes;Food;Juice Bars & Smoothies;Restaurants
1552,LTEVTg3qCGnlGaExZMAejw,"""No Bull Burgers""",The Beach,"""1019 Kingston Road""",Toronto,ON,M4E 1T3,43.6805751,-79.2850701,4.0,62,1,Restaurants;Burgers
1562,lFPNibSaYC3Vq4PCGaps_w,"""Eggsmart""",Langstaff,"""8051 Yonge St""",Thornhill,ON,L3T 2C5,43.8224204,-79.4258921,3.5,19,1,Restaurants;Breakfast & Brunch
1570,JKTMgelIQ-VHn7SL5nyiWA,"""Buddha Thai Bistro""",Southeast,"""9400 S Eastern Ave, Ste 106B""",Las Vegas,NV,89123,36.0182263,-115.1179256,4.5,86,1,Chinese;Asian Fusion;Thai;Restaurants
1586,gtfLQysuCBEAQk3wwWxwTg,"""Viva Napoli""",Mount Pleasant and Davisville,"""679 Mt Pleasant Road""",Toronto,ON,M4S,43.7057591,-79.3889253,3.5,67,1,Italian;Pizza;Restaurants
1588,KeQ1cK564cL5C_hBTFrqnA,"""Desi Bar & Grill""",Mississauga Valley,"""925 Rathburn Road E""",Mississauga,ON,L4W 4C3,43.6160832,-79.6175759,4.0,62,1,Bars;Pubs;Pakistani;Event Planning & Services;DJs;Canadian (New);Halal;Indian;Delis;Restaurants;Chinese;Nightlife;Seafood;Sports Bars
1625,qCTuGaciae73u7C57s2_0Q,"""Poonam Delite""",The Danforth,"""2658 Danforth Avenue""",Toronto,ON,M4C 1L4,43.6888991,-79.2995013,3.5,19,1,Indian;Restaurants
1652,4Pb7SlTK89uSdqOwMNM35A,"""Tequila Taqueria""",The Strip,"""3645 Las Vegas Blvd S""",Las Vegas,NV,89109,36.11386,-115.168798,3.0,187,1,Burgers;Bars;Restaurants;Mexican;Nightlife;Tex-Mex;Cocktail Bars;Beer Bar
1654,3vkP6t_kKN3JT8MMUaBVEA,"""Original Pancake House""",Myers Park,"""915 Charlottetowne Ave""",Charlotte,NC,28204,35.2135311,-80.8324573,4.0,226,1,Breakfast & Brunch;Kosher;Restaurants;American (Traditional);Creperies
1662,sQyX5VeAMPrxD9D3XH9HhQ,"""Miyamoto- Epicerie Japonaise""",Notre-Dame-de-Grâce,"""382 Avenue Victoria""",Westmount,QC,H3Z 2N4,45.478421,-73.602753,4.5,9,1,Food;Sushi Bars;Imported Food;Specialty Food;Grocery;Ethnic Food;Restaurants
1674,fi6s29AbDqLjoQ1LSe5lrg,"""Michael's Back Door Restaurant""",Birchwood,"""1715 Lakeshore Road W""",Mississauga,ON,L5J 1J4,43.518092,-79.6226041,3.5,34,1,Italian;Restaurants
1677,J121PGT4oi5AqVbtMoEfVw,"""La Parrilla""",Eastside,"""4161 S Eastern Ave""",Las Vegas,NV,89119,36.1130431,-115.1194493,3.5,6,1,Restaurants;Mexican
1682,n2WtavwwYZyOr0ImiImquQ,"""Jack in the Box""",Biddleville,"""220 N Hoskins Rd""",Charlotte,NC,28216,35.2660805,-80.882307,2.5,11,1,Fast Food;Restaurants
1692,ScT2XD3TvieGPbTjCNplHg,"""Lili & Oli""",Sud-Ouest,"""2713 Rue Notre Dame O""",Montréal,QC,H3J 1N9,45.4818491,-73.5771893,4.5,15,1,Restaurants;Cafes
1709,LpGCzgAKNSpzDNEUMVVtZA,"""Grimaldi's Pizzeria""",Spring Valley,"""7155 S Rainbow Blvd, Ste 125""",Las Vegas,NV,89118,36.0583338569,-115.243319197,4.0,459,1,Pizza;Restaurants
1714,Ur4eYOFq4qVLHkZJNmcqfQ,"""Prosperity Social Club""",Tremont,"""1109 Starkweather Ave""",Cleveland,OH,44113,41.477068,-81.689789,4.0,182,1,Restaurants;Pubs;Bars;Breakfast & Brunch;Nightlife
1721,NRQSeBoEyFpiGJDf3ebtyA,"""Basha - Des Sources""",Dollard-des-Ormeaux,"""3339 Boulevard des Sources""",Dollard-des-Ormeaux,QC,H9B 1Z8,45.4840219594,-73.7955109456,3.0,6,1,Indian;Lebanese;Middle Eastern;Pakistani;Restaurants
1729,iFCz-xI7CV98fcaB4Chh3g,"""The Black Sheep""",Spring Valley,"""8680 W Warm Springs Rd""",Las Vegas,NV,89148,36.0560801,-115.2808739,4.5,178,1,Cocktail Bars;Nightlife;Restaurants;Wine Bars;American (New);Bars
1737,cf7sazfGpGbpXbVoCgxlmQ,"""Swiss Chalet Rotisserie & Grill""",Dixie,"""1455 Dundas St East""",Mississauga,ON,L4X 1L3,43.6109888,-79.5827547,2.5,8,1,American (Traditional);Comfort Food;Barbeque;Restaurants
1741,udet1D1MNcKsR6n7fBpAyg,"""Orchard Family Restaurant""",Cooksville,"""2550 Hurontario Street""",Mississauga,ON,L5B 1N5,43.5784268,-79.6157482,3.5,44,1,Breakfast & Brunch;Restaurants
1775,EX60HoNJRs3ALidmEGDgWA,"""Jimmy John's""",University City,"""350 E McCullough Dr""",Charlotte,NC,28263,35.3019365,-80.7491376,4.0,33,1,Delis;Sandwiches;Restaurants
1782,tAayweHA0dCq3J0W3y6psg,"""Divan Restaurant""",Relenberg,"""Hölderlinstr. 35 A""",Stuttgart,BW,70174,48.7845892335,9.1609529557,4.0,33,1,Turkish;Restaurants
1800,PPubJ0Nre_VIody7aj_ALg,"""Harvest Noon""",University of Toronto,"""16 Bancroft Avenue, 2nd Floor""",Toronto,ON,M5S 1C1,43.6607028,-79.4001796,4.0,9,1,Restaurants;Vegan
1801,-RM_sAnISkMlo7q4auKJ4w,"""Mucho Burrito""",Lisgar,"""2963 Argentia Rd, Unit 3""",Mississauga,ON,L5N 0A2,43.5979387,-79.7840856,3.0,6,1,Restaurants;Mexican
1820,82YGtjc5KKikNiqBZ33qzw,"""Kyara Japanese Tapas""",Spring Valley,"""6555 S Jones Blvd, Ste 120""",Las Vegas,NV,89118,36.0698514,-115.2249867,4.0,428,1,Food;Restaurants;Japanese;Tapas Bars;Desserts
1821,zAhv5Pg3vUB_kzdCj0KtDg,"""The Chicken Shack""",Spring Valley,"""4950 S. Rainbow Blvd, Ste 130""",Las Vegas,NV,89118,36.0985966084,-115.242525861,3.5,33,1,Restaurants;Fast Food;Chicken Wings;Chicken Shop
1832,DHUAQ4pzH9KKzGZDm1jZLg,"""Krispy Kreme Doughnuts""",Chinatown,"""7015 W Spring Mountain Rd""",Las Vegas,NV,89103,36.1252910295,-115.245750385,3.0,133,1,Donuts;Cafes;Restaurants;Coffee & Tea;Food
1849,BZm3QkpLhO2TBNHKd0DbBQ,"""Gabby's Bar and Grill""",The Annex,"""192 Bloor St. W.""",Toronto,ON,M5S 1T8,43.6686913,-79.395277,2.5,64,1,Restaurants;Bars;American (Traditional);Beer;Wine & Spirits;Nightlife;Seafood;Food;Canadian (New)
1858,DvXpWBz5_-hZQuvu-RnSwQ,"""The Food Shop""",Kensington Market,"""209 Augusta Avenue""",Toronto,ON,M5T 2L4,43.6540622,-79.4014786,3.5,9,1,Specialty Food;Food;Italian;Restaurants
1869,luf0E5FPY-hv-uceL8QtBA,"""Fat Bar""",The Strip,"""3763 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1052677,-115.1724964,4.0,23,1,American (New);Sports Bars;American (Traditional);Nightlife;Bars;Restaurants
1888,k9AaulyfonmUlkmI3uMiQQ,"""Capitol Trattoria Pizzeria""",Little Italy,"""597 College Street""",Toronto,ON,M6G 1B5,43.6551928,-79.4139538,2.5,25,1,Restaurants;Italian;Event Planning & Services;Pizza;Caterers
1890,ihW5mCeFuzouTzIIduNEFQ,"""El Chalateco""",Rosemont-La Petite-Patrie,"""520 Rue Beaubien Est""",Montréal,QC,H2S 1S5,45.5349826,-73.6039283,4.0,16,1,Salvadoran;Restaurants;Latin American
1893,Rv1IiQaIIDunqzS8dSvHCw,"""Plumeria Thai Cafe""",Northwest,"""6710 W Cheyenne Ave""",Las Vegas,NV,89108,36.2192233223,-115.242703788,4.5,218,1,Asian Fusion;Restaurants;Thai;Hawaiian
1899,63iOXcDVSr8Jm0C8mjzo6g,"""McDonald's""",Greentree,"""1 Poplar St""",Pittsburgh,PA,15205,40.4273917,-80.0533614,1.5,6,1,Restaurants;Burgers;Fast Food;Hot Dogs
1964,8W8QhnJPmMV8W_8BGoAF5Q,"""Mcdonald's""",Ville-Marie,"""150 Rue Sainte-Catherine Ouest, Suite 163 et 214""",Montréal,QC,H2X 3Y2,45.5081728362,-73.5651843622,1.5,6,1,Fast Food;Burgers;Coffee & Tea;Restaurants;Food
1965,SGIngUI_qmRBDM0_3b55jg,"""Burger Shoppe""",Riverdale,"""688 Queen Street E""",Toronto,ON,M4M 1G9,43.658803,-79.3506848,3.0,48,1,Burgers;Restaurants;American (Traditional)
1967,gPzDw2Ms6JZRZhA2tyxItw,"""Burger King""",Eastside,"""3355 S Maryland Pkwy""",Las Vegas,NV,89169,36.1281733,-115.1374956,2.5,11,1,Fast Food;Burgers;Restaurants
1970,yd1M2wrsv3rdIpVcOrvUsg,"""Grill Tasquaria""",Rosemont-La Petite-Patrie,"""2490 Rue Bélanger""",Montréal,QC,H2G 1E6,45.5519260926,-73.5985510424,2.5,9,1,Restaurants;Portuguese
1988,MXpCVzm1V5OH05KO6n7ntA,"""The Corndog Company LV""",Centennial,"""5720 Centennial Center Blvd""",Las Vegas,NV,89149,36.2657011,-115.2599646,5.0,7,1,Food Trucks;Restaurants;Hot Dogs;Food;Street Vendors
1992,ObcMSGc1uotvpnwydoStIg,"""Earl's Grocery""",Elizabeth,"""1609 Elizabeth Ave""",Charlotte,NC,28204,35.213641,-80.826168,4.5,152,1,Caterers;Restaurants;Grocery;Event Planning & Services;Beer;Wine & Spirits;Food;Specialty Food;Food Trucks;Convenience Stores;Breakfast & Brunch;Sandwiches
1999,qtZ50TWkfNS2UtLLuD1m8Q,"""Freddy's Frozen Custard & Steakburgers""",Westside,"""4675 W Charleston Blvd""",Las Vegas,NV,89102,36.1586242,-115.2047571,4.5,113,1,Hot Dogs;Burgers;Fast Food;Ice Cream & Frozen Yogurt;Restaurants;Food
2018,c78Pat78fVUBFPXYeVvbaQ,"""Odd Seoul""",Ossington Strip,"""90 Ossington Avenue""",Toronto,ON,M6J 2Y7,43.64619,-79.419686,4.0,223,1,Nightlife;Asian Fusion;Korean;Bars;Dive Bars;Restaurants
2024,TXuhhudKvAb3JIYD_wELhg,"""La Garrigue""",Royal Mile,"""31 Jeffrey Street""",Edinburgh,EDH,EH1 1DH,55.9511950424,-3.1854110847,4.0,26,1,French;Restaurants;Wine Bars;Nightlife;Bars
2036,V1EdIokE0YYN__dNYfXRdA,"""Pokeman""",Chinatown,"""3735 Spring Mountain Rd, Ste 206""",Las Vegas,NV,89102,36.12613,-115.1891408,4.0,171,1,Hawaiian;Food;Japanese;Restaurants;Sushi Bars;Poke
2038,Nfovc-aKljzls-yDYfU2LQ,"""Sushi Q""",Côte-des-Neiges,"""2787 Avenue Van Horne""",Montreal,QC,H3S 1P6,45.509057,-73.625349,4.5,8,1,Sushi Bars;Restaurants
2066,e_ILiIs2pVpskfeL-zFtTw,"""Leña Restaurante""",Downtown Core,"""176 Yonge Street""",Toronto,ON,M5C 2L7,43.6517906,-79.3801688,3.0,124,1,Cocktail Bars;Nightlife;Spanish;Restaurants;Bars;Latin American
2073,CPcy22Hd2F7z0EKG66FMRA,"""The Old House""",Scarborough,"""3 Glen Watford Drive""",Toronto,ON,M1S 2B7,43.786989,-79.276122,3.5,24,1,Chinese;Restaurants;Local Services
2079,4ritTGFnNxmKnKm-UX3kPQ,"""Punjabi Dhaba""",Old Malton Village,"""2855 Derry Road E""",Mississauga,ON,L4T 1A6,43.7022348,-79.6445857,4.0,26,1,Restaurants;Ethnic Food;Indian;Food Trucks;Specialty Food;Food
2082,vuqHcBCbxH36hCFsZ1W-0Q,"""Mulligan's Pub""",Southeast,"""6471 Boulder Hwy""",Las Vegas,NV,89122,36.084130145,-115.031260665,3.5,47,1,Nightlife;Irish;Bars;Restaurants;Irish Pub;Pubs
2089,MsgfS1iJMpxVIUfO-S4fcA,"""Atti Restaurant""",Ville-Marie,"""2077 Rue University""",Montréal,QC,H3A 1T9,45.5047528,-73.5725866,3.0,45,1,Restaurants;Korean
2114,XLc5WIzafCocqsycQhvEPw,"""Goods & Provisions""",Leslieville,"""1124 Queen Street E""",Toronto,ON,M4M,43.6623424,-79.3351969,4.0,82,1,Bars;Nightlife;Restaurants;Gastropubs
2140,ai9r_wv56TPzwtrfUEPXTw,"""Maurya East Indian Roti""",Liberty Village,"""150 E Liberty Street""",Toronto,ON,M6K 3R5,43.6387753,-79.4162573,3.0,25,1,Indian;Restaurants
2179,HKExCPp1uxyQY1jlfYAhkA,"""The South Side BBQ Restaurant""",South Side,"""75 S 17th St""",Pittsburgh,PA,15203,40.4293613,-79.9817741,3.5,14,1,Restaurants;Barbeque
2183,kQGJ5QUJ0BAIpmYYtf7Uqw,"""Upper Deck By Fran's""",Downtown Core,"""2-20 College Street""",Toronto,ON,M5G 1K2,43.6614505,-79.384068,3.0,25,1,Venues & Event Spaces;Nightlife;Event Planning & Services;Bars;Restaurants;American (Traditional)
2184,xlUoy-OVO-EgZzfiHJk1Hg,"""Wendy's""",Steele Creek,"""8720 Rachel Freeman Way""",Charlotte,NC,28278,35.1637880258,-80.9722954028,2.0,12,1,Restaurants;Fast Food;Burgers
2187,X184O0qgC5MKvePbsSe-nA,"""Sushi On the Run""",Downtown Core,"""444 Yonge Street""",Toronto,ON,M5B 2H4,43.6610059,-79.383213,3.5,19,1,Event Planning & Services;Caterers;Sushi Bars;Restaurants
2189,Xyaw8gVBFDdn6rp_NtLhnw,"""Neighbor Wang""",Downtown Core,"""389 Church Street""",Toronto,ON,M5B 2A1,43.6615274,-79.3788491,3.0,27,1,Restaurants;Noodles;Chinese
2196,k99J9BJuHeUBNOCxV6D97A,"""Noble Coffee""",The Junction,"""1421 Bloor Street W""",Toronto,ON,M6P 3L4,43.657146264,-79.4478765875,5.0,6,1,Food;Cafes;Coffee & Tea;Restaurants;Sandwiches
2203,16Fplxu-OwVmTEFxQAUP4g,"""TENDER Steak & Seafood""",The Strip,"""3900 Las Vegas Blvd S""",Las Vegas,NV,89109,36.0953556397,-115.176614273,3.5,421,1,Nightlife;Restaurants;Steakhouses;Bars;American (Traditional)
2222,sETpHfJy4dmbawM5iYNTrg,"""Wild Wing""",Queen Street West,"""225 Queen St W""",Toronto,ON,M5V 1Z4,43.6504317,-79.3880904,1.5,28,1,Restaurants;Chicken Wings
2232,kaVWvc71cXH9MKuQmDtVUA,"""Pho Thai Binh""",Chinatown,"""4631 W Spring Mountain Rd""",Las Vegas,NV,89102,36.1263001,-115.2037174,3.0,12,1,Vietnamese;Restaurants
2238,dP1_wP59hvVDWNzFFS_6YQ,"""Subway""",The Strip,"""3999 Las Vegas Blvd S""",Las Vegas,NV,89119,36.0903898131,-115.172310372,2.0,15,1,Restaurants;Sandwiches;Fast Food
2240,mKT30qU_MlLj4Ps82JAZ8w,"""Uno Pizzeria & Grill""",High Crossing,"""3010 Crossroads Dr""",Madison,WI,53718,43.1354903,-89.2908119,3.0,65,1,Pizza;American (Traditional);Restaurants;Gluten-Free
2241,X4w6_iAqN8ZqZ15a7YWPgw,"""Mr Brews Taphouse""",High Crossing,"""5271 High Crossing Blvd""",Madison,WI,53718,43.1380457692,-89.2894092848,3.0,34,1,Beer Bar;Burgers;Nightlife;Bars;Restaurants
2262,QIcXq4Z3_2lvg9rmmoGF-A,"""Ruby Tuesday""",Starmount,"""8905 Red Oak Blvd""",Charlotte,NC,28217,35.1390711,-80.9082719,2.5,62,1,American (Traditional);Nightlife;Restaurants;Burgers;Bars;American (New)
2271,aHRwaqenQHy98AwWjbHvdA,"""Ye Olde Orchard""",Ville-Marie,"""1189 Rue de la Montagne""",Montréal,QC,H3G 1Z2,45.4971935,-73.5735572,4.0,54,1,Irish Pub;Irish;Restaurants;Bars;Nightlife;Pubs;Barbeque
2285,Y7wIhT6UvCukRYTTS5ErFQ,"""Le Trou Normand Restaurant""",Yorkville,"""90 Yorkville Ave""",Toronto,ON,M5R 1B9,43.6710492,-79.391714,2.5,10,1,French;Restaurants
2297,mGp_u4o32WwqejkGbcZByA,"""Hong""",Marchmont,"""21 Argyle Place""",Edinburgh,EDH,EH9 1JJ,55.938429,-3.191725,3.5,9,1,Fast Food;Restaurants
2309,T5nTtSCSRoEYMsZPhF61wg,"""Waffles Cafe""",Centennial,"""6446 N Durango Dr, Ste 150""",Las Vegas,NV,89149,36.2779836878,-115.286947773,4.0,270,1,Breakfast & Brunch;Coffee & Tea;Restaurants;Food
2310,84WYW7OfV-IXUJk95EL5_Q,"""Samba Brazilian Grill""",Capitol,"""240 W Gilman St, Fl 2""",Madison,WI,53703,43.07546,-89.393063,3.5,173,1,Restaurants;Brazilian
2321,gKFDJ9IpFxt95DHxTN7ZHw,"""Gyro Time Restaurant""",Northwest,"""7660 W Cheyenne Ave""",Las Vegas,NV,89129,36.2191781,-115.2624712,3.5,75,1,Restaurants;Mediterranean;Greek
2325,xlHRYejgZj-iTm-QPhc8zQ,"""The Ship on the Shore""",Leith,"""24-26 The Shore""",Edinburgh,EDH,EH6 6QN,55.9768348,-3.1691219,4.0,38,1,Restaurants;Seafood
2338,TdQw5Q6KZeJJSvc18u_SWg,"""Presse Café""",Laval,"""1794 Avenue Pierre-Peladeau, Suite G07""",Laval,QC,H7T 2Z1,45.5615972252,-73.7431925448,2.5,10,1,Restaurants;Coffee & Tea;Food;Sandwiches;Breakfast & Brunch;Cafes;Internet Cafes
2361,-ltD-dHqdZ5-wjAMKYa6Ng,"""La Bella Managua""",Christie Pits,"""872 Bloor Street W""",Toronto,ON,M6G 1M5,43.6622312,-79.4249898,4.5,159,1,Restaurants;Nicaraguan;Latin American
2372,Y84fM25GsIWfS7E0dMIKDQ,"""Cedar Street Tavern""",Third Ward,"""120 N Cedar St, Ste 755""",Charlotte,NC,28202,35.2334512,-80.848997,3.5,62,1,Bars;Restaurants;American (Traditional);Nightlife;Arts & Entertainment
2391,e4DWxBtNzA4wcrtCoH6upw,"""Ristorante Corneli""",Rosemont-La Petite-Patrie,"""6741 Boulevard St-Laurent""",Montréal,QC,H2S 3C8,45.5321389972,-73.6124968529,4.0,30,1,Italian;Restaurants;Pizza
2395,-7bRnaHp7OHz8KW-THqP4w,"""Buffalo Bill Wings""",Ville-Marie,"""3171 Rue Saint-jacques""",Montréal,QC,H4C 1G7,45.4835884,-73.5801248,1.5,10,1,Restaurants;Chicken Wings
2420,77N3luh2YzfJFJGFIfqqbw,"""Duke's Upper Deck Cafe""",Homestead,"""122 W 8th Ave""",Homestead,PA,15120,40.405311,-79.912595,3.5,50,1,American (New);Nightlife;Pubs;Bars;Restaurants
2435,GjN0jxb1sW2mX0QEEqq77w,"""Eko Sushi""",Sud-Ouest,"""3502 Rue Notre-Dame Ouest""",Montréal,QC,H4C 1P3,45.4803144,-73.5794934,4.0,9,1,Restaurants;Japanese;Sushi Bars
2436,xVmBc0jyYkb9rjz6X9BPiQ,"""Hoang Oanh Sandwich""",Ville-Marie,"""1071 Boul Saint-Laurent""",Montréal,QC,H2Z 1J6,45.508483,-73.560387,3.5,24,1,Sandwiches;Restaurants
2442,Vbkb2shDxUE8H3PzrFnypA,"""Ella's Deli""",Eken Park,"""2902 E Washington Ave""",Madison,WI,53704,43.1035133,-89.344598,3.0,249,1,Local Flavor;Restaurants;Burgers;Museums;American (Traditional);Delis;Arts & Entertainment;Food;Ice Cream & Frozen Yogurt
2444,A1ZRCrjOMOwQGj2hCYWDEQ,"""KFC""",Summerlin,"""10267 W Charleston Blvd.""",Las Vegas,NV,89135,36.1588,-115.316,1.5,38,1,Chicken Wings;Restaurants;Fast Food
2452,BniKRU3VRju7IAy5bn2RXQ,"""The Caribbean Queen of Patties""",Bloordale Village,"""1294 Bloor Street W""",Toronto,ON,M6H 1N9,43.6585983,-79.4421236,3.0,7,1,Caribbean;Restaurants;Specialty Food;Food
2457,UwXOqtr0LCoWsGXP96fOuQ,"""Fiesta Filipina Cuisine""",Anthem,"""2980 St Rose Pkwy, Ste 120""",Henderson,NV,89183,36.0054036506,-115.117831742,3.5,151,1,Fast Food;Filipino;Restaurants;Specialty Food;Ethnic Food;Food
2465,beuVp5CZxCdNvQIIPBS2rw,"""Chubby Cattle""",Chinatown,"""3400 S Jones Blvd, Ste 15""",Las Vegas,NV,89146,36.1273078,-115.2243612,4.5,516,1,Do-It-Yourself Food;Barbeque;Restaurants;Hot Pot;Chinese;Fondue;Mongolian;Food
2495,oL_fYqSHG63vR0TBMyoo_A,"""Green Leaf's & Bananas""",Downtown,"""875 S Grand Central Pkwy, Ste 1490""",Las Vegas,NV,89106,36.163691,-115.157758,2.0,23,1,Soup;Restaurants;Ice Cream & Frozen Yogurt;Food;Salad;Juice Bars & Smoothies
2496,RJMblVTTzmEefL8Cge_TrQ,"""T|Bar""",Downtown Core,"""Chelsea Hotel, 33 Gerrard Street W""",Toronto,ON,M5G 1Z4,43.658428,-79.3831689,3.5,10,1,Nightlife;Bars;Indian;Restaurants;Hotels;Hotels & Travel;Event Planning & Services
2497,d2VIjNbJpJterw--jU-hUQ,"""Da House Of Jerk""",Etobicoke,"""680 Rexdale Blvd""",Etobicoke,ON,M9W 7J6,43.7210755,-79.6139697,2.5,12,1,Caribbean;Restaurants
